sequence,label
"2.29,3.30,4.75,6.84",geometric
"0.87,1.12,1.45,1.87,2.41,3.11,4.01",geometric
"2.17,5.35,13.18,32.46",geometric
"2.12,3.09,4.52,6.60,9.63",geometric
"0.60,0.83,1.16,1.61,2.25,3.13,4.37",geometric
"1.50,2.36,3.71,5.85",geometric
"0.85,1.41,2.32,3.82,6.29,10.36,17.07",geometric
"2.45,4.47,8.17,14.90,27.20,49.64",geometric
"1.69,2.81,4.67,7.76,12.90,21.44",geometric
"1.79,2.98,4.94,8.20,13.60,22.57,37.46",geometric
"2.27,3.71,6.08,9.95,16.29,26.67,43.66",geometric
"1.85,2.90,4.54,7.10,11.13",geometric
"1.39,2.98,6.38,13.67,29.27,62.68",geometric
"1.32,2.72,5.61,11.56,23.83,49.09,101.15",geometric
"0.57,0.85,1.29,1.94,2.93",geometric
"2.92,5.81,11.56,23.03,45.85,91.30",geometric
"0.77,1.40,2.55,4.66,8.50,15.52",geometric
"1.17,2.37,4.77,9.62",geometric
"0.83,1.87,4.24,9.58",geometric
"2.34,4.15,7.36,13.06",geometric
"2.18,3.85,6.80,12.01",geometric
"1.17,1.84,2.90,4.56,7.16,11.26",geometric
"1.81,3.72,7.63,15.65,32.11,65.89,135.18",geometric
"2.19,5.37,13.17,32.26,79.04",geometric
"2.92,4.50,6.93,10.69,16.48",geometric
"1.25,2.13,3.63,6.18",geometric
"1.99,4.07,8.34,17.08",geometric
"1.04,1.32,1.67,2.11,2.67,3.38",geometric
"1.26,3.13,7.81,19.45,48.47,120.77,300.92",geometric
"1.55,2.90,5.43,10.14",geometric
"2.84,5.20,9.49,17.34,31.67,57.86,105.71",geometric
"1.14,1.59,2.23,3.12,4.37,6.11,8.55",geometric
"2.41,2.97,3.66,4.51",geometric
"2.39,3.50,5.12,7.50,10.99,16.09",geometric
"2.50,3.53,4.99,7.05,9.97",geometric
"1.77,3.21,5.82,10.53",geometric
"2.66,4.77,8.57,15.37,27.59,49.52",geometric
"2.38,5.23,11.50,25.29,55.59,122.22,268.71",geometric
"1.38,2.02,2.96,4.33,6.33,9.27",geometric
"2.44,3.52,5.07,7.30",geometric
"1.51,2.09,2.89,4.01",geometric
"1.65,3.70,8.29,18.58,41.64",geometric
"1.54,2.21,3.16,4.52,6.46,9.25,13.24",geometric
"1.39,2.62,4.93,9.27,17.43",geometric
"0.88,1.24,1.75,2.48,3.50,4.95,7.00",geometric
"2.40,4.66,9.03,17.49,33.88",geometric
"1.22,2.49,5.11,10.47,21.46,43.97",geometric
"2.45,5.17,10.91,23.02,48.57,102.50",geometric
"2.79,5.64,11.39,23.01,46.50,93.96,189.84",geometric
"1.70,3.64,7.78,16.64",geometric
"2.51,4.51,8.12,14.61,26.29,47.30",geometric
"0.71,1.32,2.47,4.59",geometric
"1.22,1.90,2.95,4.58,7.11,11.04,17.15",geometric
"0.79,1.36,2.36,4.09,7.08,12.25",geometric
"2.37,3.03,3.89,4.99,6.39,8.20,10.51",geometric
"2.52,3.42,4.64,6.29,8.54,11.58,15.70",geometric
"2.75,6.07,13.39,29.52,65.09,143.51,316.39",geometric
"1.62,2.85,5.00,8.78,15.41,27.04",geometric
"2.82,5.02,8.93,15.89",geometric
"1.18,1.76,2.63,3.93",geometric
"1.19,1.49,1.87,2.35,2.94",geometric
"1.53,2.54,4.23,7.04,11.72,19.50,32.47",geometric
"2.17,2.89,3.84,5.11,6.79,9.03",geometric
"0.55,1.35,3.30,8.09,19.84",geometric
"2.33,4.65,9.28,18.50",geometric
"1.90,4.44,10.37,24.19,56.45,131.73,307.37",geometric
"2.63,5.65,12.17,26.19,56.36",geometric
"2.17,3.77,6.56,11.42,19.89",geometric
"1.03,1.46,2.07,2.94,4.17",geometric
"1.47,2.32,3.65,5.76,9.09",geometric
"2.16,2.82,3.69,4.81,6.29",geometric
"1.11,2.48,5.57,12.48,28.00,62.78,140.78",geometric
"1.15,2.75,6.54,15.58,37.11",geometric
"2.20,3.55,5.73,9.24,14.92,24.08,38.88",geometric
"1.21,2.23,4.14,7.65,14.17",geometric
"1.37,1.98,2.87,4.14",geometric
"2.09,5.05,12.21,29.51,71.31,172.34",geometric
"1.55,2.52,4.09,6.64,10.78",geometric
"1.45,2.08,2.99,4.30,6.18",geometric
"0.86,1.13,1.49,1.97",geometric
"1.29,2.26,3.95,6.90,12.07",geometric
"1.24,3.03,7.44,18.26,44.81,109.97",geometric
"1.50,2.52,4.26,7.19",geometric
"1.20,1.62,2.19,2.95,3.98,5.37,7.24",geometric
"2.60,3.57,4.90,6.74,9.26",geometric
"2.38,4.14,7.21,12.57,21.90",geometric
"1.16,2.56,5.66,12.51",geometric
"1.07,1.79,2.98,4.97,8.29,13.82",geometric
"2.34,4.53,8.77,16.97,32.83,63.51,122.88",geometric
"1.82,2.42,3.22,4.29,5.71",geometric
"1.80,2.92,4.74,7.69,12.47,20.23",geometric
"2.74,4.48,7.34,12.00,19.64,32.13",geometric
"1.35,2.04,3.06,4.60",geometric
"2.35,4.60,8.99,17.57,34.35,67.15,131.26",geometric
"2.32,5.75,14.26,35.34,87.58",geometric
"0.89,1.95,4.26,9.30,20.31",geometric
"1.48,2.84,5.46,10.51,20.22,38.91,74.86",geometric
"1.45,3.38,7.85,18.26,42.44,98.65",geometric
"2.00,2.79,3.89,5.43",geometric
"2.76,4.32,6.76,10.58",geometric
"2.21,5.21,12.33,29.14",geometric
"1.39,2.81,5.70,11.57,23.46",geometric
"0.82,1.47,2.62,4.68,8.34,14.88,26.54",geometric
"0.94,2.23,5.32,12.66,30.15",geometric
"0.65,1.39,3.00,6.45,13.87,29.83,64.17",geometric
"2.30,3.48,5.28,8.00,12.12,18.37,27.84",geometric
"1.62,2.01,2.50,3.11,3.86,4.80,5.96",geometric
"1.80,2.37,3.13,4.13,5.46,7.21",geometric
"0.75,1.12,1.68,2.51",geometric
"0.53,1.17,2.59,5.74,12.73,28.23,62.58",geometric
"0.98,2.02,4.14,8.50,17.43,35.77,73.40",geometric
"0.61,1.24,2.49,5.01,10.08",geometric
"2.32,3.59,5.54,8.57",geometric
"0.84,1.61,3.10,5.95",geometric
"2.64,3.44,4.49,5.86,7.65",geometric
"2.65,6.19,14.44,33.69,78.59",geometric
"1.14,1.87,3.07,5.02,8.21,13.44",geometric
"1.79,2.29,2.93,3.75,4.80,6.14,7.85",geometric
"2.13,3.45,5.59,9.05,14.67,23.78,38.54",geometric
"0.93,2.00,4.29,9.20,19.74,42.34,90.83",geometric
"0.56,1.17,2.42,5.03,10.46",geometric
"1.77,2.17,2.66,3.26",geometric
"1.47,2.77,5.21,9.81,18.46,34.73,65.36",geometric
"2.92,6.78,15.75,36.59",geometric
"0.67,1.36,2.76,5.62,11.41,23.17,47.07",geometric
"1.60,2.17,2.94,3.97,5.38,7.29,9.86",geometric
"1.95,4.40,9.93,22.40,50.57",geometric
"1.70,2.48,3.63,5.30,7.75,11.33,16.57",geometric
"1.25,2.62,5.50,11.56,24.30",geometric
"2.03,2.85,3.99,5.59,7.83,10.96,15.36",geometric
"0.67,0.95,1.36,1.93,2.73,3.88",geometric
"2.64,5.42,11.14,22.90",geometric
"2.65,6.26,14.76,34.82,82.16,193.84",geometric
"2.24,4.43,8.78,17.41,34.52,68.43",geometric
"1.90,3.36,5.96,10.56,18.72",geometric
"0.85,1.55,2.83,5.18,9.46,17.29,31.61",geometric
"1.59,1.99,2.48,3.10,3.86,4.82",geometric
"0.53,1.15,2.50,5.41,11.71,25.36,54.90",geometric
"0.67,0.93,1.28,1.77,2.45",geometric
"2.62,5.82,12.96,28.84,64.18",geometric
"1.91,4.05,8.58,18.21,38.65,81.99",geometric
"2.35,4.00,6.81,11.58,19.71",geometric
"0.67,1.36,2.73,5.51,11.12",geometric
"1.28,2.41,4.53,8.51",geometric
"2.58,4.16,6.72,10.85,17.51",geometric
"1.27,1.78,2.48,3.47,4.85,6.79,9.49",geometric
"1.44,2.49,4.33,7.52,13.06,22.69",geometric
"2.52,5.30,11.15,23.47,49.40",geometric
"0.74,1.11,1.67,2.50",geometric
"2.51,4.43,7.82,13.81",geometric
"0.64,1.30,2.65,5.38,10.93",geometric
"1.91,3.14,5.18,8.53,14.04",geometric
"2.40,3.92,6.41,10.48,17.13,28.00",geometric
"1.92,4.04,8.51,17.91",geometric
"2.61,5.62,12.10,26.06,56.14",geometric
"1.40,1.76,2.20,2.76,3.46,4.34",geometric
"1.10,1.52,2.09,2.87,3.95,5.44",geometric
"2.68,4.38,7.15,11.68,19.08,31.18",geometric
"1.50,2.22,3.28,4.85,7.16",geometric
"1.40,3.28,7.68,17.97",geometric
"2.08,3.23,5.01,7.76,12.04",geometric
"0.82,1.15,1.61,2.25,3.15,4.42,6.19",geometric
"2.81,5.97,12.67,26.91,57.13",geometric
"0.51,1.24,3.02,7.34,17.83",geometric
"1.69,3.52,7.30,15.16",geometric
"1.45,1.95,2.62,3.53,4.74,6.37",geometric
"0.94,1.68,3.01,5.39,9.66,17.30,30.98",geometric
"1.50,3.29,7.22,15.86,34.81",geometric
"1.99,2.51,3.16,3.98,5.01,6.31",geometric
"1.05,1.98,3.76,7.12,13.50",geometric
"2.42,3.74,5.79,8.96",geometric
"2.47,5.82,13.69,32.19",geometric
"1.54,3.60,8.43,19.73,46.16,108.02,252.75",geometric
"2.03,3.33,5.47,8.98,14.74",geometric
"1.80,3.99,8.83,19.58",geometric
"2.17,3.31,5.05,7.71,11.77,17.96",geometric
"2.85,5.67,11.27,22.40",geometric
"0.57,0.93,1.51,2.46,4.01",geometric
"2.99,4.15,5.76,7.98,11.07,15.35,21.29",geometric
"1.00,2.04,4.20,8.63,17.74",geometric
"0.88,2.14,5.22,12.71",geometric
"2.54,5.37,11.34,23.93,50.53,106.67,225.21",geometric
"0.87,1.09,1.35,1.69",geometric
"2.39,3.44,4.96,7.15,10.30,14.85,21.40",geometric
"1.93,4.22,9.22,20.17,44.12,96.50",geometric
"1.20,2.30,4.38,8.36",geometric
"2.47,4.39,7.79,13.84,24.59,43.67",geometric
"0.62,1.37,3.05,6.79,15.11,33.60,74.75",geometric
"0.81,1.76,3.82,8.26,17.90,38.77,83.99",geometric
"2.17,4.64,9.92,21.24",geometric
"2.38,4.40,8.13,15.00,27.70,51.15",geometric
"0.72,1.21,2.03,3.42",geometric
"1.62,2.00,2.46,3.03,3.74",geometric
"1.06,2.17,4.44,9.08,18.58",geometric
"0.60,1.49,3.65,8.98,22.08,54.28,133.42",geometric
"2.48,4.40,7.79,13.80,24.45",geometric
"2.10,4.18,8.32,16.56,32.98,65.67",geometric
"0.76,1.49,2.90,5.66,11.03",geometric
"1.11,2.12,4.06,7.79,14.93,28.62,54.86",geometric
"2.13,4.23,8.39,16.67,33.12,65.79,130.69",geometric
"1.60,3.70,8.52,19.65,45.32",geometric
"2.79,4.11,6.06,8.94,13.18,19.43,28.65",geometric
"0.88,1.19,1.61,2.18,2.94",geometric
"1.79,3.23,5.81,10.46,18.84,33.92,61.08",geometric
"1.32,1.73,2.28,3.00,3.94",geometric
"1.42,3.43,8.25,19.86,47.82",geometric
"1.67,2.53,3.85,5.85,8.89,13.51",geometric
"1.73,2.83,4.63,7.57,12.37",geometric
"0.83,1.87,4.21,9.48",geometric
"2.68,3.22,3.88,4.68",geometric
"2.74,4.93,8.84,15.87",geometric
"2.36,4.44,8.35,15.71,29.54,55.55",geometric
"2.22,4.57,9.39,19.32,39.73,81.70,168.02",geometric
"2.23,4.89,10.73,23.54,51.67",geometric
"1.45,2.21,3.37,5.13,7.81",geometric
"1.75,2.36,3.18,4.28,5.76,7.76",geometric
"1.47,1.92,2.50,3.26,4.24,5.52",geometric
"0.97,2.13,4.68,10.29,22.60,49.64",geometric
"0.71,1.15,1.87,3.04,4.95",geometric
"1.98,4.22,8.99,19.14,40.77",geometric
"2.91,7.18,17.67,43.49,107.05",geometric
"2.04,3.52,6.06,10.45",geometric
"2.34,5.49,12.88,30.22,70.91,166.36",geometric
"1.08,2.31,4.93,10.53",geometric
"1.05,2.62,6.56,16.38,40.95,102.35,255.82",geometric
"1.08,1.33,1.65,2.03,2.51,3.10,3.82",geometric
"0.96,1.77,3.26,6.00,11.06",geometric
"0.69,1.52,3.34,7.33,16.09",geometric
"0.95,2.34,5.79,14.33,35.46,87.73",geometric
"0.72,1.09,1.64,2.47,3.72,5.60,8.44",geometric
"1.01,2.19,4.78,10.39",geometric
"1.80,3.89,8.39,18.11,39.06",geometric
"0.50,0.66,0.86,1.13,1.48",geometric
"2.69,6.06,13.65,30.76,69.31,156.17,351.88",geometric
"2.27,3.77,6.26,10.40,17.29",geometric
"0.94,1.98,4.18,8.83,18.66",geometric
"1.12,2.68,6.39,15.24,36.34,86.67",geometric
"2.12,3.10,4.54,6.64,9.72",geometric
"2.61,5.32,10.86,22.15,45.19",geometric
"1.57,2.73,4.76,8.30,14.48",geometric
"1.07,2.62,6.41,15.68,38.40",geometric
"0.72,1.06,1.55,2.27,3.33",geometric
"1.03,1.33,1.72,2.22",geometric
"1.15,1.48,1.90,2.45,3.15",geometric
"2.69,3.99,5.91,8.76,12.98",geometric
"2.82,4.63,7.62,12.53,20.61",geometric
"1.69,3.59,7.62,16.20,34.44,73.19",geometric
"1.98,4.93,12.24,30.42,75.58,187.78,466.53",geometric
"0.80,1.43,2.59,4.66,8.39",geometric
"1.86,3.05,4.99,8.17,13.37",geometric
"1.70,3.04,5.45,9.78,17.54,31.45,56.39",geometric
"2.53,3.53,4.93,6.87,9.58",geometric
"2.17,4.89,11.00,24.77,55.75",geometric
"1.26,1.89,2.84,4.28",geometric
"0.66,1.12,1.91,3.25",geometric
"1.84,3.84,7.98,16.59,34.50",geometric
"0.82,1.13,1.56,2.16,2.98",geometric
"2.33,4.76,9.75,19.94,40.80",geometric
"1.90,3.63,6.92,13.21,25.19",geometric
"1.93,3.92,7.97,16.21,32.97,67.05",geometric
"0.69,1.50,3.25,7.04,15.26,33.04,71.56",geometric
"1.75,2.15,2.65,3.26",geometric
"2.96,3.83,4.97,6.45,8.37,10.86",geometric
"0.78,0.95,1.15,1.40,1.71,2.08",geometric
"2.06,3.79,6.96,12.79,23.49,43.15",geometric
"0.84,1.49,2.64,4.66",geometric
"1.58,3.86,9.41,22.96,55.99,136.57",geometric
"2.10,5.17,12.72,31.32,77.13,189.92",geometric
"1.38,2.76,5.54,11.10,22.24,44.57",geometric
"0.55,0.93,1.57,2.66,4.51,7.63,12.92",geometric
"2.74,3.83,5.36,7.50",geometric
"2.13,4.29,8.64,17.40",geometric
"2.40,3.19,4.25,5.66,7.54,10.04,13.37",geometric
"0.92,2.30,5.74,14.33",geometric
"1.75,3.70,7.81,16.51,34.88",geometric
"1.55,2.02,2.63,3.43",geometric
"0.80,1.06,1.41,1.87,2.48,3.28,4.35",geometric
"2.18,5.18,12.31,29.25",geometric
"1.35,2.20,3.57,5.80,9.42",geometric
"0.77,1.12,1.63,2.38",geometric
"2.37,3.86,6.30,10.27,16.74",geometric
"2.74,3.50,4.48,5.73",geometric
"0.87,2.01,4.64,10.72",geometric
"2.73,6.45,15.21,35.87",geometric
"2.07,3.22,5.01,7.81,12.15,18.92,29.47",geometric
"1.12,2.34,4.93,10.36,21.78,45.80",geometric
"0.69,1.19,2.07,3.58,6.19,10.73",geometric
"1.79,3.96,8.75,19.34,42.75,94.50",geometric
"1.65,3.81,8.81,20.35",geometric
"1.36,2.50,4.61,8.49,15.65,28.86,53.20",geometric
"1.26,2.02,3.22,5.14",geometric
"1.21,1.54,1.97,2.51,3.19,4.07",geometric
"0.65,1.54,3.68,8.78,20.96,50.01",geometric
"2.50,3.30,4.36,5.75,7.59,10.03",geometric
"1.09,2.43,5.44,12.13,27.09",geometric
"1.21,1.97,3.20,5.21,8.47,13.78",geometric
"2.69,6.31,14.83,34.84,81.88,192.39",geometric
"0.86,1.39,2.24,3.61",geometric
"2.60,4.12,6.54,10.38",geometric
"2.42,5.93,14.50,35.48",geometric
"1.12,1.37,1.67,2.05,2.50",geometric
"2.50,3.28,4.31,5.65,7.42",geometric
"2.98,7.22,17.49,42.37,102.67,248.76",geometric
"1.84,2.56,3.56,4.95,6.89,9.58,13.31",geometric
"1.51,2.38,3.76,5.93,9.36,14.76,23.29",geometric
"2.28,5.41,12.88,30.64,72.89,173.40,412.53",geometric
"0.65,1.43,3.18,7.05",geometric
"1.57,3.68,8.59,20.06,46.85",geometric
"1.52,2.68,4.73,8.35,14.75,26.05",geometric
"0.94,1.31,1.83,2.55,3.55",geometric
"1.92,2.32,2.79,3.37",geometric
"0.56,1.21,2.65,5.77",geometric
"1.29,1.57,1.89,2.29,2.77",geometric
"2.33,4.98,10.65,22.76",geometric
"0.54,1.32,3.27,8.07,19.91",geometric
"0.53,1.26,2.97,7.03,16.65,39.41,93.29",geometric
"1.32,1.65,2.05,2.56,3.19",geometric
"1.21,2.30,4.36,8.25,15.62,29.59,56.04",geometric
"2.24,4.37,8.56,16.75,32.76",geometric
"2.67,4.92,9.07,16.74",geometric
"1.65,2.44,3.59,5.30,7.82",geometric
"2.85,6.55,15.05,34.61,79.56,182.90",geometric
"1.97,3.68,6.87,12.81,23.89",geometric
"1.54,2.00,2.59,3.36,4.35,5.64",geometric
"1.50,2.36,3.72,5.86",geometric
"2.03,4.16,8.55,17.56",geometric
"2.77,3.93,5.57,7.89,11.18,15.84,22.45",geometric
"0.98,1.49,2.25,3.42,5.19",geometric
"0.98,2.18,4.86,10.81,24.05,53.52,119.08",geometric
"1.84,2.63,3.77,5.40,7.74,11.08,15.88",geometric
"1.15,2.43,5.14,10.86,22.94",geometric
"2.48,6.13,15.14,37.37,92.27",geometric
"1.48,2.23,3.36,5.07,7.63,11.50,17.32",geometric
"0.60,0.75,0.95,1.19,1.50",geometric
"2.54,5.76,13.07,29.64,67.23,152.47,345.80",geometric
"2.74,6.23,14.17,32.22,73.27",geometric
"2.20,5.37,13.06,31.79",geometric
"2.10,2.80,3.74,4.99,6.67,8.90,11.89",geometric
"2.57,5.48,11.68,24.89,53.02,112.96,240.67",geometric
"1.63,2.56,4.03,6.33,9.93,15.60",geometric
"1.85,3.74,7.58,15.34,31.05",geometric
"1.92,4.44,10.28,23.77,54.96",geometric
"2.04,4.00,7.85,15.39",geometric
"1.15,2.20,4.19,7.98,15.22",geometric
"1.08,1.68,2.61,4.06,6.32,9.82,15.28",geometric
"0.75,1.86,4.65,11.60",geometric
"1.85,3.03,4.96,8.14,13.34,21.88,35.87",geometric
"2.32,5.46,12.83,30.15,70.86",geometric
"1.25,2.86,6.57,15.09",geometric
"1.35,1.84,2.50,3.40",geometric
"1.46,2.63,4.73,8.52",geometric
"1.62,2.13,2.79,3.66",geometric
"1.37,3.19,7.43,17.32",geometric
"2.25,4.56,9.26,18.77,38.07,77.22",geometric
"2.67,4.79,8.57,15.36",geometric
"1.46,3.26,7.29,16.32,36.51,81.70",geometric
"2.89,5.54,10.62,20.38,39.11",geometric
"1.04,1.40,1.89,2.55,3.43,4.62,6.22",geometric
"1.87,2.63,3.71,5.23",geometric
"2.21,4.62,9.63,20.09,41.91",geometric
"1.19,1.61,2.18,2.94,3.97,5.35,7.23",geometric
"0.98,1.95,3.90,7.81,15.62,31.25",geometric
"1.87,3.90,8.12,16.92,35.26,73.46",geometric
"1.98,4.47,10.09,22.74,51.26",geometric
"2.89,6.03,12.60,26.31",geometric
"2.53,4.28,7.23,12.21,20.64,34.87",geometric
"1.48,3.24,7.09,15.51,33.95,74.31",geometric
"1.34,2.24,3.74,6.23,10.40",geometric
"1.87,3.89,8.09,16.84,35.04,72.92",geometric
"1.41,2.02,2.89,4.14,5.94",geometric
"2.04,4.11,8.26,16.60,33.37",geometric
"1.52,3.54,8.23,19.14,44.51,103.52",geometric
"2.20,5.46,13.56,33.67,83.65,207.79,516.17",geometric
"0.89,1.95,4.27,9.37,20.54,45.04,98.74",geometric
"0.68,1.40,2.87,5.91,12.16,25.02",geometric
"1.11,2.68,6.48,15.68,37.94,91.81",geometric
"0.79,1.81,4.15,9.49,21.70,49.61",geometric
"1.32,1.66,2.10,2.66",geometric
"1.13,2.78,6.84,16.80,41.30",geometric
"1.31,1.85,2.61,3.69,5.20,7.35",geometric
"2.53,3.53,4.94,6.91,9.66,13.50",geometric
"1.82,2.39,3.13,4.10,5.37,7.03,9.21",geometric
"2.86,6.54,14.95,34.17,78.14,178.67,408.55",geometric
"2.59,4.46,7.67,13.22,22.77,39.22",geometric
"1.21,2.76,6.31,14.41,32.91,75.13",geometric
"0.99,1.35,1.85,2.53,3.47,4.74",geometric
"1.26,1.85,2.74,4.04,5.96,8.80",geometric
"1.99,3.97,7.89,15.70,31.23,62.14",geometric
"2.33,4.89,10.26,21.52,45.13",geometric
"2.32,5.41,12.62,29.46,68.76,160.48,374.55",geometric
"2.04,2.51,3.09,3.81",geometric
"1.53,3.10,6.28,12.74,25.82,52.33,106.08",geometric
"2.41,2.93,3.56,4.32,5.24",geometric
"1.80,2.74,4.19,6.39",geometric
"1.20,1.93,3.08,4.93",geometric
"0.93,1.31,1.84,2.58,3.62",geometric
"1.52,1.89,2.35,2.92,3.63",geometric
"0.64,1.11,1.91,3.30,5.69,9.83,16.97",geometric
"0.77,1.75,3.98,9.06,20.59,46.83,106.50",geometric
"2.81,6.44,14.72,33.68",geometric
"2.49,3.61,5.25,7.62",geometric
"0.67,1.13,1.88,3.15,5.26",geometric
"2.74,4.51,7.41,12.17",geometric
"1.48,3.28,7.26,16.07,35.58",geometric
"1.39,2.54,4.64,8.48,15.52,28.39",geometric
"1.39,2.95,6.26,13.26,28.10",geometric
"0.99,1.21,1.49,1.82",geometric
"0.59,0.94,1.51,2.42,3.86,6.18",geometric
"0.59,1.20,2.48,5.09,10.46,21.52",geometric
"1.97,4.72,11.36,27.29,65.59,157.63,378.84",geometric
"2.22,4.85,10.62,23.24,50.86,111.32,243.65",geometric
"1.88,2.87,4.37,6.66,10.16,15.50,23.63",geometric
"1.25,1.78,2.53,3.58",geometric
"2.88,5.56,10.74,20.75,40.10,77.46,149.65",geometric
"0.86,2.06,4.98,12.03",geometric
"0.60,0.94,1.47,2.31,3.62",geometric
"2.61,6.15,14.50,34.17",geometric
"0.71,0.87,1.06,1.29,1.57,1.90,2.32",geometric
"2.51,5.56,12.34,27.38,60.73,134.70",geometric
"2.87,5.20,9.42,17.06,30.91,55.98,101.41",geometric
"1.92,3.73,7.25,14.07,27.32,53.04",geometric
"1.57,2.78,4.90,8.64,15.25",geometric
"1.35,2.88,6.16,13.17,28.17,60.24,128.84",geometric
"1.18,2.69,6.12,13.93,31.69,72.12,164.12",geometric
"2.98,6.04,12.25,24.83",geometric
"0.96,1.91,3.80,7.56,15.04,29.94,59.58",geometric
"2.37,5.38,12.23,27.77",geometric
"2.62,4.14,6.56,10.39,16.46,26.06,41.27",geometric
"0.98,1.49,2.26,3.43,5.22,7.94,12.07",geometric
"1.42,2.58,4.71,8.59,15.66,28.54",geometric
"1.77,3.62,7.39,15.09,30.83,62.97",geometric
"2.20,4.22,8.09,15.53",geometric
"1.81,2.45,3.31,4.48,6.05,8.19",geometric
"2.00,4.15,8.60,17.83,36.93",geometric
"0.72,1.02,1.43,2.01,2.83,3.98",geometric
"2.80,6.80,16.51,40.07,97.27,236.15,573.29",geometric
"1.74,3.81,8.35,18.33,40.21,88.21",geometric
"2.93,5.27,9.46,16.99,30.51,54.79,98.39",geometric
"1.99,4.46,9.99,22.38,50.11,112.23",geometric
"1.83,1.75,3.58,5.33,8.91,14.25,23.16",fibonacci
"0.88,1.90,2.77,4.67,7.44,12.12,19.56,31.68,51.24",fibonacci
"1.79,1.72,3.51,5.23,8.74,13.97,22.71,36.68,59.39",fibonacci
"1.27,1.31,2.58,3.89,6.47,10.36,16.83,27.18",fibonacci
"1.06,1.37,2.43,3.80,6.23,10.04",fibonacci
"0.71,1.74,2.45,4.18,6.63,10.81",fibonacci
"1.06,1.00,2.06,3.06,5.12,8.18,13.30",fibonacci
"0.87,1.70,2.57,4.27,6.84,11.11,17.94,29.05",fibonacci
"1.45,1.23,2.68,3.91,6.58,10.49,17.08,27.57,44.64",fibonacci
"0.99,0.60,1.59,2.19,3.77,5.96",fibonacci
"0.77,1.88,2.65,4.53,7.17,11.70",fibonacci
"0.67,1.10,1.77,2.87,4.64,7.51,12.15,19.66,31.80",fibonacci
"1.65,1.49,3.14,4.63,7.78,12.41,20.19",fibonacci
"1.93,1.15,3.08,4.23,7.32,11.55,18.87",fibonacci
"1.31,1.23,2.54,3.77,6.31,10.09",fibonacci
"0.88,1.50,2.38,3.89,6.27,10.16",fibonacci
"0.78,1.06,1.84,2.89,4.73,7.63,12.36,19.99,32.34",fibonacci
"1.35,1.31,2.67,3.98,6.65,10.63,17.28,27.91,45.19",fibonacci
"0.65,1.25,1.90,3.14,5.04,8.19,13.23,21.41",fibonacci
"1.71,1.85,3.56,5.41,8.98,14.39,23.37,37.76,61.13",fibonacci
"1.44,1.56,3.00,4.56,7.56,12.12,19.68,31.80,51.49",fibonacci
"1.85,1.99,3.84,5.84,9.68,15.51",fibonacci
"0.86,1.80,2.66,4.46,7.13,11.59",fibonacci
"1.91,1.13,3.05,4.18,7.23,11.41,18.64,30.06",fibonacci
"1.07,1.65,2.71,4.36,7.07,11.43,18.51",fibonacci
"0.54,1.04,1.58,2.62,4.19,6.81,11.01,17.82,28.83",fibonacci
"0.72,1.24,1.97,3.21,5.18,8.39,13.57,21.95,35.52",fibonacci
"1.20,1.61,2.81,4.42,7.23,11.65",fibonacci
"1.58,0.61,2.20,2.81,5.00,7.81",fibonacci
"0.71,1.75,2.47,4.22,6.69,10.90,17.59",fibonacci
"1.69,0.52,2.21,2.73,4.95,7.68",fibonacci
"1.39,1.84,3.24,5.08,8.32,13.40,21.71,35.11",fibonacci
"1.76,0.53,2.28,2.81,5.09,7.90,13.00,20.90,33.90",fibonacci
"1.61,1.96,3.57,5.53,9.10,14.62",fibonacci
"1.65,1.95,3.60,5.55,9.15,14.69",fibonacci
"0.86,0.58,1.44,2.02,3.46,5.47,8.93,14.40",fibonacci
"0.71,0.79,1.50,2.29,3.78,6.07,9.85,15.91",fibonacci
"0.61,1.68,2.28,3.96,6.25,10.21,16.45",fibonacci
"0.80,0.69,1.49,2.18,3.67,5.85,9.52,15.38",fibonacci
"0.71,1.77,2.48,4.25,6.73,10.97",fibonacci
"0.93,1.38,2.30,3.68,5.99,9.67,15.66",fibonacci
"1.80,1.62,3.42,5.04,8.46,13.50,21.96",fibonacci
"1.76,1.97,3.73,5.70,9.43,15.13,24.56,39.69,64.25",fibonacci
"0.80,0.60,1.40,1.99,3.39,5.39,8.78,14.17",fibonacci
"1.39,1.27,2.66,3.94,6.60,10.53",fibonacci
"1.29,1.31,2.60,3.90,6.50,10.40,16.90,27.29",fibonacci
"1.85,1.06,2.91,3.97,6.89,10.86,17.74",fibonacci
"0.98,1.75,2.74,4.49,7.23,11.72,18.95,30.67",fibonacci
"0.92,1.93,2.85,4.78,7.63,12.40,20.03,32.44,52.47",fibonacci
"0.93,1.17,2.10,3.27,5.36,8.63",fibonacci
"1.75,0.81,2.56,3.36,5.92,9.28,15.19,24.47,39.66",fibonacci
"1.40,1.38,2.78,4.16,6.93,11.09",fibonacci
"0.77,1.35,2.12,3.47,5.60,9.07,14.66,23.73,38.40",fibonacci
"1.95,1.29,3.24,4.53,7.77,12.30,20.07,32.38",fibonacci
"0.91,0.84,1.75,2.59,4.34,6.92,11.26",fibonacci
"0.74,1.16,1.90,3.07,4.97,8.04,13.01",fibonacci
"1.24,0.63,1.87,2.51,4.38,6.89",fibonacci
"1.53,1.14,2.67,3.80,6.47,10.27,16.74,27.01",fibonacci
"1.56,1.38,2.94,4.32,7.26,11.57,18.83,30.40,49.23",fibonacci
